,Namn,Land,Pris(SEK),Literpris,Produktnummer,Förpackning,Volym(mml),Alkoholhalt(%),Sockerhalt(gram/l),passar_till,rawdata,rawdata1,Årgång,Doft,Färg,Råvaror,Smakbeskrivning,Lamm,Nöt,Fågel,Fläsk,Dessert,Vilt,Ost,nyanserad,komplex,fruktig,kryddig,fatkaraktär,utvecklad,bärig,fat,ungdomlig,Flaska,Box,Magnum,PET-flaska,Italien,Frankrike,Spanien,USA,Sydafrika,Australien,Argentina,Chile,Portugal,Nya Zeeland,Österrike
647,Two Vintners,USA,329,"Jfr.pris 438,67 kr/l', 'Jfr.pris 438,67 kr/l",['92528'],Flaska 750 ml,750.0,14.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","98% syrah och 2% rousanne.', 'Tät, mörk, rödblå färg.', 'Nyanserad doft med fatkaraktär, inslag av björnbär, svartpeppar, plommon, mynta, mjölkchoklad, timjan och vanilj.', 'Nyanserad smak med fatkaraktär, inslag av björnbär, svartpeppar, plommon, viol, choklad, timjan, lakrits och vanilj.', 'Kan lagras.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror98% syrah och 2% rousanne.FärgTät, mörk, rödblå färg.DoftNyanserad doft med fatkaraktär, inslag av björnbär, svartpeppar, plommon, mynta, mjölkchoklad, timjan och vanilj.SmakbeskrivningNyanserad smak med fatkaraktär, inslag av björnbär, svartpeppar, plommon, viol, choklad, timjan, lakrits och vanilj.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Nyanserad doft med fatkaraktär, inslag av björnbär, svartpeppar, plommon, mynta, mjölkchoklad, timjan och vanilj']","['Tät, mörk, rödblå färg']",['98% syrah och 2% rousanne'],"['nyanserad smak med fatkaraktär, inslag av björnbär, svartpeppar, plommon, viol, choklad, timjan, lakrits och vanilj']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,Weingut Knipser,Tyskland,469,"Jfr.pris 625,33 kr/l', 'Jfr.pris 625,33 kr/l",['92529'],Flaska 750 ml,750.0,12.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Fågel', 'Fläsk","Spätburgunder (pinot noir).', 'Röd färg.', 'Komplex, kryddig, något utvecklad doft med fatkaraktär, inslag av mogna jordgubbar, sandelträ, nougat, skogshallon och kanel.', 'Komplex, kryddig, något utvecklad smak med fatkaraktär, inslag av mogna jordgubbar, sandelträ, nougat, körsbär, pomerans och kanel.', 'Kan lagras.', 'Serveras vid cirka 16°C till feta eller vilda fåglar, eller till inte alltför smakrika rätter av fläsk- eller lammkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorSpätburgunder (pinot noir).FärgRöd färg.DoftKomplex, kryddig, något utvecklad doft med fatkaraktär, inslag av mogna jordgubbar, sandelträ, nougat, skogshallon och kanel.SmakbeskrivningKomplex, kryddig, något utvecklad smak med fatkaraktär, inslag av mogna jordgubbar, sandelträ, nougat, körsbär, pomerans och kanel.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 16°C till feta eller vilda fåglar, eller till inte alltför smakrika rätter av fläsk- eller lammkött.LammFågelFläskAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2014'],"['Komplex, kryddig, något utvecklad doft med fatkaraktär, inslag av mogna jordgubbar, sandelträ, nougat, skogshallon och kanel']",['Röd färg'],['Spätburgunder (pinot noir)'],"['komplex, kryddig, något utvecklad smak med fatkaraktär, inslag av mogna jordgubbar, sandelträ, nougat, körsbär, pomerans och kanel']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Chapelle-Chambertin Grand Cru,Frankrike,2120,"Jfr.pris 2 826,67 kr/l', 'Jfr.pris 2 826,67 kr/l",['92541'],Flaska 750 ml,750.0,13.5,[],Null,Har du frågor om allergener? Chatta med oss.,AllergenerHar du frågor om allergener? Chatta med oss.,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Vigne de l’Enfant Jésus,Frankrike,1690,"Jfr.pris 1 126,67 kr/l', 'Jfr.pris 1 126,67 kr/l",['92546'],Magnum 1500 ml,1500.0,13.5,[],Null,Har du frågor om allergener? Chatta med oss.,AllergenerHar du frågor om allergener? Chatta med oss.,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
651,Barolo Perno Riserva,Italien,499,"Jfr.pris 665,33 kr/l', 'Jfr.pris 665,33 kr/l",['92337'],Flaska 750 ml,750.0,14.5,[],Null,"Nebbiolo.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorNebbiolo.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2012'],[],[],['Nebbiolo'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Ojai Vineyards,USA,299,"Jfr.pris 398,67 kr/l', 'Jfr.pris 398,67 kr/l",['90081'],Flaska 750 ml,750.0,13.5,[],Null,"Syrah.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorSyrah.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2017'],[],[],['Syrah'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Nuits-Saint-Georges Les Cailles Premier Cru,Frankrike,820,"Jfr.pris 1 093,33 kr/l', 'Jfr.pris 1 093,33 kr/l",['91161'],Flaska 750 ml,750.0,13.0,[],Null,Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Boca,Italien,489,"Jfr.pris 652,00 kr/l', 'Jfr.pris 652,00 kr/l",['92350'],Flaska 750 ml,750.0,13.5,[],Null,"85% nebbiolo och 15% vespolina.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Råvaror85% nebbiolo och 15% vespolina.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2015'],[],[],['85% nebbiolo och 15% vespolina'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Caparsino,Italien,254,"Jfr.pris 338,67 kr/l', 'Jfr.pris 338,67 kr/l",['92357'],Flaska 750 ml,750.0,13.5,[],Null,"Sangiovese.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorSangiovese.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2013'],[],[],['Sangiovese'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Concerto Reggiano Lambrusco,Italien,129,"Jfr.pris 172,00 kr/l', 'Jfr.pris 172,00 kr/l",['92377'],Flaska 750 ml,750.0,11.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Fläsk', 'Buffémat', 'Sällskapsdryck","Lambrusco.', 'Mörk, blålila färg.', 'Bärig doft med inslag av blåbär, färska örter, skogshallon, lavendel och körsbär.', 'Bärig, pärlande smak med inslag av blåbär, färska örter, skogshallon, lavendel och körsbär.', 'Serveras vid 12-14°C till kallskuret och småplock eller som sällskapsdryck.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorLambrusco.FärgMörk, blålila färg.DoftBärig doft med inslag av blåbär, färska örter, skogshallon, lavendel och körsbär.SmakbeskrivningBärig, pärlande smak med inslag av blåbär, färska örter, skogshallon, lavendel och körsbär.FyllighetFruktsyraSträvhetPassar tillServeras vid 12-14°C till kallskuret och småplock eller som sällskapsdryck.FläskBuffématSällskapsdryckAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Bärig doft med inslag av blåbär, färska örter, skogshallon, lavendel och körsbär']","['Mörk, blålila färg']",['Lambrusco'],"['bärig, pärlande smak med inslag av blåbär, färska örter, skogshallon, lavendel och körsbär']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Musigny Vieilles Vignes Grand Cru,Frankrike,6500,"Jfr.pris 8 666,67 kr/l', 'Jfr.pris 8 666,67 kr/l",['92579'],Flaska 750 ml,750.0,13.5,[],Null,"Domaine Comtes Georges de Vogue', 'Tryffelsvinet AB', 'Ingår i vårt sortiment för Webblansering.', 'Naturkork', '7/11 - 2019', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Chambolle Musigny Les Amoureuses,Frankrike,5500,"Jfr.pris 7 333,33 kr/l', 'Jfr.pris 7 333,33 kr/l",['92584'],Flaska 750 ml,750.0,13.5,[],Null,"Domaine Comtes Georges de Vogue', 'Tryffelsvinet AB', 'Ingår i vårt sortiment för Webblansering.', '7/11 - 2019', 'Har du frågor om allergener? Chatta med oss.",Null,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Outre Terre,Frankrike,579,"Jfr.pris 772,00 kr/l', 'Jfr.pris 772,00 kr/l",['95328'],Flaska 750 ml,750.0,12.5,[],Null,Har du frågor om allergener? Chatta med oss.,AllergenerHar du frågor om allergener? Chatta med oss.,['2017'],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Grape Gambler,USA,99,"Jfr.pris 132,00 kr/l', 'Jfr.pris 132,00 kr/l",['6252'],Flaska 750 ml,750.0,14.0,['5'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","Grenache, syrah och mourvèdre.', 'Mörk, blålila färg.', 'Fruktig, något kryddig doft med inslag av fat, björnbär, lavendel, plommon, lakrits och vanilj.', 'Fruktig smak med inslag av fat, skogshallon, björnbär, lavendel, lakrits, svartpeppar och vanilj.', 'Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.","RåvarorGrenache, syrah och mourvèdre.FärgMörk, blålila färg.DoftFruktig, något kryddig doft med inslag av fat, björnbär, lavendel, plommon, lakrits och vanilj.SmakbeskrivningFruktig smak med inslag av fat, skogshallon, björnbär, lavendel, lakrits, svartpeppar och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till grillade rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.",['2018'],"['Fruktig, något kryddig doft med inslag av fat, björnbär, lavendel, plommon, lakrits och vanilj']","['Mörk, blålila färg']","['Grenache, syrah och mourvèdre']","['fruktig smak med inslag av fat, skogshallon, björnbär, lavendel, lakrits, svartpeppar och vanilj']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Tenuta di Carleone Il Guercio,Italien,349,"Jfr.pris 465,33 kr/l', 'Jfr.pris 465,33 kr/l",['95700'],Flaska 750 ml,750.0,13.5,[],Null,"Sangiovese.', 'Har du frågor om allergener? Chatta med oss.",RåvarorSangiovese.AllergenerHar du frågor om allergener? Chatta med oss.,['2017'],[],[],['Sangiovese'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Monteversa,Italien,179,"Jfr.pris 238,67 kr/l', 'Jfr.pris 238,67 kr/l",['90431'],Flaska 750 ml,750.0,13.5,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","40% merlot, 30% cabernet sauvignon och 30% cabernet franc.', 'Mörk, blåröd färg.', 'Nyanserad, fruktig doft med inslag av fat, mörka körsbär, viol, svarta vinbär, plommon, korinter och ceder.', 'Nyanserad, fruktig smak med inslag av fat, svarta vinbär, mörka körsbär, viol, korinter, ceder, örter och skogshallon.', 'Serveras vid 16-18°C till rätter av lamm- och nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror40% merlot, 30% cabernet sauvignon och 30% cabernet franc.FärgMörk, blåröd färg.DoftNyanserad, fruktig doft med inslag av fat, mörka körsbär, viol, svarta vinbär, plommon, korinter och ceder.SmakbeskrivningNyanserad, fruktig smak med inslag av fat, svarta vinbär, mörka körsbär, viol, korinter, ceder, örter och skogshallon.FyllighetFruktsyraSträvhetPassar tillServeras vid 16-18°C till rätter av lamm- och nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Nyanserad, fruktig doft med inslag av fat, mörka körsbär, viol, svarta vinbär, plommon, korinter och ceder']","['Mörk, blåröd färg']","['40% merlot, 30% cabernet sauvignon och 30% cabernet franc']","['nyanserad, fruktig smak med inslag av fat, svarta vinbär, mörka körsbär, viol, korinter, ceder, örter och skogshallon']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Noble Juliette,Spanien,69,"Jfr.pris 92,00 kr/l', 'Jfr.pris 92,00 kr/l",['2776'],Flaska 750 ml,750.0,13.3,['4'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Buffémat', 'Fågel', 'Fläsk","Garnacha (grenache).', 'Mörk, blåröd färg.', 'Bärig, ungdomlig doft med inslag av hallon, körsbär, örter och viol.', 'Bärig, ungdomlig, aningen pärlande smak med inslag av hallon, jordgubbar, örter och viol.', 'Serveras vid cirka 16°C till rätter av ljust kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorGarnacha (grenache).FärgMörk, blåröd färg.DoftBärig, ungdomlig doft med inslag av hallon, körsbär, örter och viol.SmakbeskrivningBärig, ungdomlig, aningen pärlande smak med inslag av hallon, jordgubbar, örter och viol.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 16°C till rätter av ljust kött.BuffématFågelFläskAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2018'],"['Bärig, ungdomlig doft med inslag av hallon, körsbär, örter och viol']","['Mörk, blåröd färg']",['Garnacha (grenache)'],"['bärig, ungdomlig, aningen pärlande smak med inslag av hallon, jordgubbar, örter och viol']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Cabriz,Portugal,110,"Jfr.pris 146,67 kr/l', 'Jfr.pris 146,67 kr/l",['2457'],Flaska 750 ml,750.0,14.0,['4'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Nöt', 'Lamm","50% touriga Nacional och 50% aragonez.', 'Tät, mörk, blåröd färg.', 'Fruktig, nyanserad doft med fatkaraktär, inslag av björnbär, plommon, kryddor, sötlakrits och vanilj.', 'Fruktig, nyanserad smak med fatkaraktär, inslag av björnbär, plommon, kanel, lakrits, viol, färska örter och vanilj.', 'Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror50% touriga Nacional och 50% aragonez.FärgTät, mörk, blåröd färg.DoftFruktig, nyanserad doft med fatkaraktär, inslag av björnbär, plommon, kryddor, sötlakrits och vanilj.SmakbeskrivningFruktig, nyanserad smak med fatkaraktär, inslag av björnbär, plommon, kanel, lakrits, viol, färska örter och vanilj.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till grillade rätter av lamm- eller nötkött.NötLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Fruktig, nyanserad doft med fatkaraktär, inslag av björnbär, plommon, kryddor, sötlakrits och vanilj']","['Tät, mörk, blåröd färg']",['50% touriga Nacional och 50% aragonez'],"['fruktig, nyanserad smak med fatkaraktär, inslag av björnbär, plommon, kanel, lakrits, viol, färska örter och vanilj']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,il Conte,Italien,69,"Jfr.pris 92,00 kr/l', 'Jfr.pris 92,00 kr/l",['2322'],Flaska 750 ml,750.0,14.0,['6'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Buffémat', 'Fläsk', 'Lamm","Montepulciano.', 'Mörk, blålila färg.', 'Mycket fruktig doft med inslag av fat, mörka körsbär, lavendel, blåbär och vanilj.', 'Mycket fruktig smak med inslag av fat, mörka körsbär, lavendel, blåbär och örter.', 'Serveras vid cirka 16°C till rätter av fläsk- eller lammkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorMontepulciano.FärgMörk, blålila färg.DoftMycket fruktig doft med inslag av fat, mörka körsbär, lavendel, blåbär och vanilj.SmakbeskrivningMycket fruktig smak med inslag av fat, mörka körsbär, lavendel, blåbär och örter.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 16°C till rätter av fläsk- eller lammkött.BuffématFläskLammAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2018'],"['Mycket fruktig doft med inslag av fat, mörka körsbär, lavendel, blåbär och vanilj']","['Mörk, blålila färg']",['Montepulciano'],"['mycket fruktig smak med inslag av fat, mörka körsbär, lavendel, blåbär och örter']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Radici Taurasi Riserva,Italien,399,"Jfr.pris 532,00 kr/l', 'Jfr.pris 532,00 kr/l",['95227'],Flaska 750 ml,750.0,14.0,[],Null,"Aglianico.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",RåvarorAglianico.AllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss,['2012'],[],[],['Aglianico'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Villa Mottura,Italien,69,"Jfr.pris 92,00 kr/l', 'Jfr.pris 92,00 kr/l",['2041'],Flaska 750 ml,750.0,13.0,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Nöt', 'Lamm', 'Grönsaker","Primitivo.', 'Mörk, rödblå färg.', 'Mycket fruktig doft med inslag av fat, björnbär, mörka körsbär, vanilj och sötlakrits.', 'Mycket fruktig smak med inslag av fat, plommon, mörka körsbär, vanilj, svartpeppar och örter.', 'Serveras vid cirka 18°C till grillade rätter av lamm- eller nötkött, eller till smakrika vegetariska rätter.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorPrimitivo.FärgMörk, rödblå färg.DoftMycket fruktig doft med inslag av fat, björnbär, mörka körsbär, vanilj och sötlakrits.SmakbeskrivningMycket fruktig smak med inslag av fat, plommon, mörka körsbär, vanilj, svartpeppar och örter.FyllighetFruktsyraSträvhetPassar tillServeras vid cirka 18°C till grillade rätter av lamm- eller nötkött, eller till smakrika vegetariska rätter.NötLammGrönsakerAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2018'],"['Mycket fruktig doft med inslag av fat, björnbär, mörka körsbär, vanilj och sötlakrits']","['Mörk, rödblå färg']",['Primitivo'],"['mycket fruktig smak med inslag av fat, plommon, mörka körsbär, vanilj, svartpeppar och örter']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Teodosio,Italien,99,"Jfr.pris 132,00 kr/l', 'Jfr.pris 132,00 kr/l",['2458'],Flaska 750 ml,750.0,14.5,['3'],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt', 'Vilt","Aglianico.', 'Tät, mörk, blåröd färg.', 'Kryddig, nyanserad doft med fatkaraktär, inslag av björnbär, mörk choklad, plommon, lakrits, peppar och vanilj.', 'Kryddig, nyanserad smak med fatkaraktär, inslag av björnbär, choklad, plommon, lakrits, peppar, mörka körsbär, ceder och vanilj.', 'Kan lagras.', 'Serveras vid cirka 18°C till rätter av mörkt kött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","RåvarorAglianico.FärgTät, mörk, blåröd färg.DoftKryddig, nyanserad doft med fatkaraktär, inslag av björnbär, mörk choklad, plommon, lakrits, peppar och vanilj.SmakbeskrivningKryddig, nyanserad smak med fatkaraktär, inslag av björnbär, choklad, plommon, lakrits, peppar, mörka körsbär, ceder och vanilj.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid cirka 18°C till rätter av mörkt kött.LammNötViltAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2017'],"['Kryddig, nyanserad doft med fatkaraktär, inslag av björnbär, mörk choklad, plommon, lakrits, peppar och vanilj']","['Tät, mörk, blåröd färg']",['Aglianico'],"['kryddig, nyanserad smak med fatkaraktär, inslag av björnbär, choklad, plommon, lakrits, peppar, mörka körsbär, ceder och vanilj']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,"[""Vacqueyras Reflets de l'Âme""]",Frankrike,149,"Jfr.pris 198,67 kr/l', 'Jfr.pris 198,67 kr/l",['95797'],Flaska 750 ml,750.0,14.0,[],"Fyllighet', 'Fruktsyra', 'Strävhet', 'Lamm', 'Nöt","50% grenache, 40% syrah och 10% mourvèdre.', 'Mörk, blåröd färg.', 'Fruktig, kryddig, nyanserad doft med inslag av fat, björnbär, viol, fikon, lagerblad, mineral och mynta.', 'Nyanserad, fruktig smak med inslag av björnbär, lagerblad, skogshallon, viol, sötlakrits, mynta och mineral.', 'Kan lagras.', 'Serveras vid 16-18°C till rätter av lamm- eller nötkött.', 'Har du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss","Råvaror50% grenache, 40% syrah och 10% mourvèdre.FärgMörk, blåröd färg.DoftFruktig, kryddig, nyanserad doft med inslag av fat, björnbär, viol, fikon, lagerblad, mineral och mynta.SmakbeskrivningNyanserad, fruktig smak med inslag av björnbär, lagerblad, skogshallon, viol, sötlakrits, mynta och mineral.FyllighetFruktsyraSträvhetOm lagringKan lagras.Passar tillServeras vid 16-18°C till rätter av lamm- eller nötkött.LammNötAllergenerHar du frågor om allergener? Chatta med oss.Har du frågor om allergener? Chatta med oss",['2016'],"['Fruktig, kryddig, nyanserad doft med inslag av fat, björnbär, viol, fikon, lagerblad, mineral och mynta']","['Mörk, blåröd färg']","['50% grenache, 40% syrah och 10% mourvèdre']","['nyanserad, fruktig smak med inslag av björnbär, lagerblad, skogshallon, viol, sötlakrits, mynta och mineral']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
